date,asset,risk_state,action,direction,entry_price,exit_price,quantity,gross_pnl,cost,net_pnl,account_balance
2023-09-26,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,246.99,242.98,40.4875,-162.36,10.00,-172.36,68101.04
2023-09-26,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,317.54,315.13,31.4921,-75.90,10.00,-85.90,68101.04
2023-09-26,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,131.27,130.12,76.1789,-87.61,10.00,-97.61,68101.04
2023-09-26,META,NORMAL,HOLD,LONG_OVERNIGHT,300.83,297.66,33.2414,-105.37,10.00,-115.37,68101.04
2023-09-26,SPY,NORMAL,HOLD,LONG_OVERNIGHT,432.23,429.09,23.1358,-72.65,10.00,-82.65,68101.04
2023-09-27,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,171.96,172.62,58.1531,38.38,10.00,28.38,68241.04
2023-09-27,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,41.91,42.33,238.6008,99.97,10.00,89.97,68241.04
2023-09-27,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,244.12,244.26,40.9635,5.73,10.00,-4.27,68241.04
2023-09-27,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,312.14,312.30,32.0369,5.13,10.00,-4.87,68241.04
2023-09-27,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,125.98,125.76,79.3777,-17.46,10.00,-27.46,68241.04
2023-09-27,META,NORMAL,HOLD,LONG_OVERNIGHT,298.96,300.45,33.4493,49.84,10.00,39.84,68241.04
2023-09-27,SPY,NORMAL,HOLD,LONG_OVERNIGHT,425.88,427.09,23.4808,28.41,10.00,18.41,68241.04
2023-09-28,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,170.43,169.34,58.6751,-63.96,10.00,-73.96,67900.63
2023-09-28,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,42.47,42.46,235.4714,-1.88,10.00,-11.88,67900.63
2023-09-28,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,240.50,240.02,41.5800,-19.96,10.00,-29.96,67900.63
2023-09-28,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,312.79,310.99,31.9703,-57.55,10.00,-67.55,67900.63
2023-09-28,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,125.98,124.04,79.3777,-153.99,10.00,-163.99,67900.63
2023-09-28,META,NORMAL,HOLD,LONG_OVERNIGHT,297.74,298.94,33.5864,40.30,10.00,30.30,67900.63
2023-09-28,SPY,NORMAL,HOLD,LONG_OVERNIGHT,426.05,425.48,23.4714,-13.38,10.00,-23.38,67900.63
2023-09-29,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,170.69,172.02,58.5857,77.92,10.00,67.92,68720.03
2023-09-29,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,43.09,43.83,232.0778,171.27,10.00,161.27,68720.03
2023-09-29,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,246.38,250.00,40.5877,146.93,10.00,136.93,68720.03
2023-09-29,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,313.64,317.75,31.8837,131.04,10.00,121.04,68720.03
2023-09-29,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,125.98,128.20,79.3777,176.22,10.00,166.22,68720.03
2023-09-29,META,NORMAL,HOLD,LONG_OVERNIGHT,303.96,307.38,32.8991,112.52,10.00,102.52,68720.03
2023-09-29,SPY,NORMAL,HOLD,LONG_OVERNIGHT,428.52,431.67,23.3361,73.51,10.00,63.51,68720.03
2023-10-02,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,171.21,171.22,58.4078,0.58,10.00,-9.42,68650.01
2023-10-02,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,43.50,44.03,229.8903,122.07,10.00,112.07,68650.01
2023-10-02,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,250.22,244.81,39.9648,-216.21,10.00,-226.21,68650.01
2023-10-02,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,315.75,316.28,31.6706,16.79,10.00,6.79,68650.01
2023-10-02,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,127.12,127.28,78.6658,12.59,10.00,2.59,68650.01
2023-10-02,META,NORMAL,HOLD,LONG_OVERNIGHT,300.21,302.74,33.3100,84.27,10.00,74.27,68650.01
2023-10-02,SPY,NORMAL,HOLD,LONG_OVERNIGHT,427.48,426.62,23.3929,-20.12,10.00,-30.12,68650.01
2023-10-03,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,173.75,172.26,57.5540,-85.76,10.00,-95.76,68106.84
2023-10-03,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,44.78,44.81,223.3040,5.81,10.00,-4.19,68106.84
2023-10-03,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,251.60,248.61,39.7456,-118.84,10.00,-128.84,68106.84
2023-10-03,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,321.80,320.83,31.0752,-30.14,10.00,-40.14,68106.84
2023-10-03,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,129.46,128.06,77.2439,-108.14,10.00,-118.14,68106.84
2023-10-03,META,NORMAL,HOLD,LONG_OVERNIGHT,306.82,304.26,32.5924,-83.44,10.00,-93.44,68106.84
2023-10-03,SPY,NORMAL,HOLD,LONG_OVERNIGHT,427.31,425.06,23.4022,-52.65,10.00,-62.65,68106.84
2023-10-04,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,172.40,171.09,58.0046,-75.99,10.00,-85.99,68143.67
2023-10-04,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,43.52,43.74,229.7953,51.70,10.00,41.70,68143.67
2023-10-04,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,246.53,248.14,40.5630,65.31,10.00,55.31,68143.67
2023-10-04,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,313.39,314.03,31.9091,20.42,10.00,10.42,68143.67
2023-10-04,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,124.72,126.06,80.1796,107.44,10.00,97.44,68143.67
2023-10-04,META,NORMAL,HOLD,LONG_OVERNIGHT,300.94,298.73,33.2292,-73.44,10.00,-83.44,68143.67
2023-10-04,SPY,NORMAL,HOLD,LONG_OVERNIGHT,421.59,422.07,23.7197,11.39,10.00,1.39,68143.67
2023-10-05,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,173.66,173.79,57.5838,7.49,10.00,-2.51,67981.87
2023-10-05,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,44.04,44.05,227.0611,2.04,10.00,-7.96,67981.87
2023-10-05,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,261.16,260.00,38.2907,-44.42,10.00,-54.42,67981.87
2023-10-05,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,318.96,319.09,31.3519,4.08,10.00,-5.92,67981.87
2023-10-05,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,127.00,126.71,78.7402,-22.83,10.00,-32.83,67981.87
2023-10-05,META,NORMAL,HOLD,LONG_OVERNIGHT,305.58,304.63,32.7247,-31.09,10.00,-41.09,67981.87
2023-10-05,SPY,NORMAL,HOLD,LONG_OVERNIGHT,424.66,424.36,23.5483,-7.06,10.00,-17.06,67981.87
2023-10-06,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,174.91,173.80,57.1723,-63.46,10.00,-73.46,67103.83
2023-10-06,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,44.69,44.19,223.7737,-110.77,10.00,-120.77,67103.83
2023-10-06,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,260.05,253.98,38.4541,-233.42,10.00,-243.42,67103.83
2023-10-06,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,319.36,316.55,31.3126,-87.99,10.00,-97.99,67103.83
2023-10-06,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,125.96,124.16,79.3903,-142.90,10.00,-152.90,67103.83
2023-10-06,META,NORMAL,HOLD,LONG_OVERNIGHT,304.79,301.44,32.8095,-109.91,10.00,-119.91,67103.83
2023-10-06,SPY,NORMAL,HOLD,LONG_OVERNIGHT,424.50,421.97,23.5571,-59.60,10.00,-69.60,67103.83
2023-10-09,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,177.49,176.81,56.3412,-38.31,10.00,-48.31,66242.92
2023-10-09,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,45.76,44.84,218.5219,-201.04,10.00,-211.04,66242.92
2023-10-09,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,260.53,255.31,38.3833,-200.36,10.00,-210.36,66242.92
2023-10-09,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,327.26,324.75,30.5567,-76.70,10.00,-86.70,66242.92
2023-10-09,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,127.96,126.22,78.1494,-135.98,10.00,-145.98,66242.92
2023-10-09,META,NORMAL,HOLD,LONG_OVERNIGHT,315.43,312.50,31.7028,-92.89,10.00,-102.89,66242.92
2023-10-09,SPY,NORMAL,HOLD,LONG_OVERNIGHT,429.54,427.58,23.2807,-45.63,10.00,-55.63,66242.92
2023-10-10,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,178.99,178.10,55.8690,-49.72,10.00,-59.72,66174.56
2023-10-10,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,45.27,45.31,220.8822,8.17,10.00,-1.83,66174.56
2023-10-10,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,259.67,257.75,38.5104,-73.94,10.00,-83.94,66174.56
2023-10-10,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,329.82,330.96,30.3196,34.56,10.00,24.56,66174.56
2023-10-10,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,128.26,128.82,77.9666,43.66,10.00,33.66,66174.56
2023-10-10,META,NORMAL,HOLD,LONG_OVERNIGHT,318.36,319.12,31.4110,23.87,10.00,13.87,66174.56
2023-10-10,SPY,NORMAL,HOLD,LONG_OVERNIGHT,432.29,432.94,23.1326,15.04,10.00,5.04,66174.56
2023-10-11,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,178.39,178.20,56.0570,-10.65,10.00,-20.65,66446.30
2023-10-11,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,45.80,46.20,218.3501,86.90,10.00,76.90,66446.30
2023-10-11,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,263.62,266.20,37.9334,97.87,10.00,87.87,66446.30
2023-10-11,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,328.39,331.21,30.4516,85.87,10.00,75.87,66446.30
2023-10-11,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,129.48,129.74,77.2320,20.08,10.00,10.08,66446.30
2023-10-11,META,NORMAL,HOLD,LONG_OVERNIGHT,321.84,323.01,31.0713,36.35,10.00,26.35,66446.30
2023-10-11,SPY,NORMAL,HOLD,LONG_OVERNIGHT,434.54,435.64,23.0128,25.31,10.00,15.31,66446.30
2023-10-12,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,179.80,180.07,55.6174,15.02,10.00,5.02,66372.53
2023-10-12,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,46.81,46.78,213.6478,-6.20,10.00,-16.20,66372.53
2023-10-12,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,262.99,262.92,38.0243,-2.66,10.00,-12.66,66372.53
2023-10-12,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,332.42,330.57,30.0824,-55.65,10.00,-65.65,66372.53
2023-10-12,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,131.83,132.17,75.8553,25.79,10.00,15.79,66372.53
2023-10-12,META,NORMAL,HOLD,LONG_OVERNIGHT,327.82,328.00,30.5045,5.49,10.00,-4.51,66372.53
2023-10-12,SPY,NORMAL,HOLD,LONG_OVERNIGHT,436.32,436.95,22.9190,14.44,10.00,4.44,66372.53
2023-10-13,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,180.71,181.42,55.3373,39.29,10.00,29.29,66448.44
2023-10-13,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,46.94,46.96,213.0152,3.20,10.00,-6.80,66448.44
2023-10-13,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,258.87,258.90,38.6294,1.16,10.00,-8.84,66448.44
2023-10-13,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,331.16,332.38,30.1969,36.84,10.00,26.84,66448.44
2023-10-13,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,132.33,132.98,75.5687,49.12,10.00,39.12,66448.44
2023-10-13,META,NORMAL,HOLD,LONG_OVERNIGHT,324.16,323.53,30.8490,-19.43,10.00,-29.43,66448.44
2023-10-13,SPY,NORMAL,HOLD,LONG_OVERNIGHT,433.66,435.21,23.0595,35.74,10.00,25.74,66448.44
2023-10-16,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,178.85,176.75,55.9128,-117.42,10.00,-127.42,66480.80
2023-10-16,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,45.46,45.06,219.9688,-87.55,10.00,-97.55,66480.80
2023-10-16,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,251.12,250.05,39.8216,-42.61,10.00,-52.61,66480.80
2023-10-16,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,327.73,331.05,30.5129,101.30,10.00,91.30,66480.80
2023-10-16,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,129.79,130.69,77.0475,69.34,10.00,59.34,66480.80
2023-10-16,META,NORMAL,HOLD,LONG_OVERNIGHT,314.69,318.64,31.7773,125.52,10.00,115.52,66480.80
2023-10-16,SPY,NORMAL,HOLD,LONG_OVERNIGHT,431.50,433.82,23.1750,53.77,10.00,43.77,66480.80
2023-10-17,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,178.72,176.65,55.9534,-115.82,10.00,-125.82,65268.83
2023-10-17,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,46.10,44.00,216.9433,-454.50,10.00,-464.50,65268.83
2023-10-17,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,253.92,250.10,39.3825,-150.44,10.00,-160.44,65268.83
2023-10-17,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,332.64,329.59,30.0625,-91.69,10.00,-101.69,65268.83
2023-10-17,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,132.55,130.39,75.4432,-162.96,10.00,-172.96,65268.83
2023-10-17,META,NORMAL,HOLD,LONG_OVERNIGHT,321.15,318.18,31.1381,-92.48,10.00,-102.48,65268.83
2023-10-17,SPY,NORMAL,HOLD,LONG_OVERNIGHT,436.04,432.81,22.9337,-74.08,10.00,-84.08,65268.83
2023-10-18,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,177.15,175.58,56.4493,-88.63,10.00,-98.63,64490.28
2023-10-18,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,43.94,42.59,227.5934,-306.57,10.00,-316.57,64490.28
2023-10-18,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,254.85,252.70,39.2388,-84.36,10.00,-94.36,64490.28
2023-10-18,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,332.06,332.49,30.1150,12.95,10.00,2.95,64490.28
2023-10-18,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,131.47,129.90,76.0630,-119.42,10.00,-129.42,64490.28
2023-10-18,META,NORMAL,HOLD,LONG_OVERNIGHT,324.00,321.39,30.8642,-80.56,10.00,-90.56,64490.28
2023-10-18,SPY,NORMAL,HOLD,LONG_OVERNIGHT,436.02,434.19,22.9347,-41.97,10.00,-51.97,64490.28
2023-10-19,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,175.84,176.04,56.8699,11.37,10.00,1.37,64249.26
2023-10-19,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,42.20,42.81,236.9893,145.75,10.00,135.75,64249.26
2023-10-19,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,242.68,225.95,41.2065,-689.39,10.00,-699.39,64249.26
2023-10-19,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,330.11,332.15,30.2929,61.80,10.00,51.80,64249.26
2023-10-19,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,128.13,130.57,78.0457,190.43,10.00,180.43,64249.26
2023-10-19,META,NORMAL,HOLD,LONG_OVERNIGHT,316.97,319.88,31.5487,91.81,10.00,81.81,64249.26
